id,place_name,distance,카테고리,하위카테고리,평점,리뷰수,블로그수,phone,place_url,address_name,x,y
1689062449,레트로까스,271,일식," 돈까스,우동",0,0,0,,http://place.map.kakao.com/1689062449,경기 수원시 권선구 권선동 1330,127.02854990033252,37.25388949683317
1351770461,멘츠루,1224,일식, 일본식라면,4.0,48,212,070-5213-6527,http://place.map.kakao.com/1351770461,경기 수원시 팔달구 인계동 1119-11,127.033730708427,37.2643708671017
713671081,긴자 인계점,1848,일식,-,2.8,93,23,031-236-7771,http://place.map.kakao.com/713671081,경기 수원시 팔달구 인계동 950-9,127.028366545323,37.2699317008886
182997597,야키토리잔잔 인계본점,1327,일식,-,4.1,36,775,031-233-0877,http://place.map.kakao.com/182997597,경기 수원시 팔달구 인계동 1038-8,127.03227122268922,37.26542459199807
1500711960,카츠준,749,일식," 돈까스,우동",4.3,4,0,,http://place.map.kakao.com/1500711960,경기 수원시 팔달구 인계동 1126-12,127.03261844689978,37.26017682639719
377770921,규민초밥,1130,일식," 초밥,롤",4.8,18,181,031-225-5432,http://place.map.kakao.com/377770921,경기 수원시 권선구 세류동 1102-5,127.0189456466888,37.25209384063053
1165313977,스시파파,714,일식," 초밥,롤",3.0,2,0,031-221-7788,http://place.map.kakao.com/1165313977,경기 수원시 권선구 권선동 1056-7,127.02444432499485,37.2564890250305
1507433826,아지센,1267,일식," 돈까스,우동",4.5,57,57,031-237-0270,http://place.map.kakao.com/1507433826,경기 수원시 팔달구 인계동 1119,127.03366324551487,37.26477275105388
1257007273,부타,840,일식, 일식집,4.3,13,88,,http://place.map.kakao.com/1257007273,경기 수원시 팔달구 인계동 1125-1,127.032445204367,37.2610202499309
12062717,사모아생참치,452,일식, 참치회,0,0,0,,http://place.map.kakao.com/12062717,경기 수원시 권선구 권선동 1296-5,127.03470278693,37.250262052567
10684837,유치회관 본점,589,한식, 해장국,3.6,505,1051,031-234-6275,http://place.map.kakao.com/10684837,경기 수원시 팔달구 인계동 1132-4,127.032186091533,37.2587686147956
26945948,남수원장어직판장,185,한식," 해물,생선 ",3.2,21,83,031-231-2706,http://place.map.kakao.com/26945948,경기 수원시 권선구 권선동 1250,127.029501205356,37.25374149248
2057400546,삼학도수산,492,한식," 해물,생선 ",4.1,35,323,010-2666-7230,http://place.map.kakao.com/2057400546,경기 수원시 팔달구 인계동 1134-12,127.03300631232,37.2577628249905
971272997,이나경 송탄부대찌개,1121,한식," 찌개,전골",3.8,462,1506,031-223-7893,http://place.map.kakao.com/971272997,경기 수원시 팔달구 인계동 1121-6,127.03599940789886,37.26293664090717
2070337467,소담화로,61,한식," 육류,고기",4.6,18,607,0503-7152-5063,http://place.map.kakao.com/2070337467,경기 수원시 권선구 권선동 1247,127.030975600913,37.2537699493507
10262676,다래식당,581,한식," 찌개,전골",3.7,36,63,031-233-1627,http://place.map.kakao.com/10262676,경기 수원시 권선구 권선동 1046-13,127.02631447072176,37.25661837440361
11643522,크래버대게나라 수원점,573,한식," 해물,생선 ",3.2,19,62,031-239-7111,http://place.map.kakao.com/11643522,경기 수원시 팔달구 인계동 1135-6,127.030937005301,37.2586211767153
20195411,정담명가남원추어탕,620,한식," 해물,생선 ",4.0,29,65,031-224-2522,http://place.map.kakao.com/20195411,경기 수원시 권선구 권선동 1015-5,127.03051104926053,37.2590051315348
14093641,양촌리 권선점,521,한식," 육류,고기",0,233,0,031-235-9254,http://place.map.kakao.com/14093641,경기 수원시 권선구 권선동 1026-6,127.03018375533,37.2580483077862
134200835,송파아구찜,140,한식," 해물,생선 ",4.2,25,80,031-224-5955,http://place.map.kakao.com/134200835,경기 수원시 권선구 권선동 1256-1,127.030262800738,37.2527537562967
24785526,산이내린밥상 곤드레밥집,650,한식,-,2.7,28,50,031-238-2522,http://place.map.kakao.com/24785526,경기 수원시 팔달구 인계동 1132-8,127.031794036067,37.2593345756575
1042711239,하남미소 수원본점,674,한식," 육류,고기",3.6,27,54,031-239-3399,http://place.map.kakao.com/1042711239,경기 수원시 권선구 권선동 1028-1,127.02759914964784,37.25865714248983
197353927,통영돌문어보쌈 본점,623,한식," 해물,생선",4.8,36,330,031-224-1245,http://place.map.kakao.com/197353927,경기 수원시 팔달구 인계동 1133,127.03298880694,37.2589801389492
1032506645,신신강원도수산,229,한식," 해물,생선 ",4.3,18,18,031-233-9877,http://place.map.kakao.com/1032506645,경기 수원시 권선구 권선동 1066-3,127.02900975515438,37.25377044730431
24953011,메주뜰소반,549,한식,-,4.1,18,20,031-254-0731,http://place.map.kakao.com/24953011,경기 수원시 권선구 권선동 1290-4,127.03717518548844,37.25138580524061
13064467,어구미 본점,663,한식," 해물,생선",3.4,20,109,031-238-8535,http://place.map.kakao.com/13064467,경기 수원시 팔달구 인계동 1130-8,127.033178339431,37.2593197791525
27578261,차현희순두부청국장,360,한식, 두부전문점,3.9,13,21,031-233-5393,http://place.map.kakao.com/27578261,경기 수원시 권선구 권선동 1039-14,127.03008168628936,37.25650214369198
17474388,소문난대구왕뽈찜해물아구찜 권선직영점,520,한식," 해물,생선",4.0,8,67,031-233-0049,http://place.map.kakao.com/17474388,경기 수원시 권선구 권선동 1027-10,127.02960653406488,37.25789617725123
68695720,정훈수산,210,한식," 해물,생선 ",4.9,11,12,031-226-1696,http://place.map.kakao.com/68695720,경기 수원시 권선구 권선동 1369,127.0305365607901,37.25518199868694
16099305,은미정 수원본점,331,한식,-,2.8,18,31,031-232-9964,http://place.map.kakao.com/16099305,경기 수원시 권선구 권선동 1039-3,127.029984618866,37.2561886052425
142475135,인계곱창,609,한식," 육류,고기 ",4.0,25,306,031-223-2838,http://place.map.kakao.com/142475135,경기 수원시 권선구 권선동 1053-7,127.02602254675423,37.25671485055163
21196990,광자네족발순대,670,한식," 육류,고기 ",3.2,23,99,031-238-9956,http://place.map.kakao.com/21196990,경기 수원시 권선구 권선동 1051,127.02460530983518,37.25583933943402
20661283,본수원갈비 인계점,1092,한식," 육류,고기 ",3.4,38,24,031-235-8434,http://place.map.kakao.com/20661283,경기 수원시 팔달구 인계동 1123-13,127.034131477957,37.2631038869542
8585967,초암골,679,한식," 육류,고기 ",3.3,18,22,0507-1471-2662,http://place.map.kakao.com/8585967,경기 수원시 권선구 권선동 1015-2,127.029904746901,37.2594504013988
498674521,인계면옥,499,한식,-,4.4,36,259,0502-5550-9093,http://place.map.kakao.com/498674521,경기 수원시 권선구 권선동 1166-4,127.035641303322,37.2565871008387
8014408,예술갈비,532,한식," 육류,고기 ",4.0,24,51,031-221-2553,http://place.map.kakao.com/8014408,경기 수원시 권선구 권선동 1290-3,127.037007268958,37.2514507330107
10733626,장터한우,294,한식," 육류,고기",5.0,4,14,031-898-8939,http://place.map.kakao.com/10733626,경기 수원시 권선구 권선동 1065,127.028473461861,37.2544517664822
1257153645,안녕돼지국밥,679,한식, 국밥,4.5,40,121,,http://place.map.kakao.com/1257153645,경기 수원시 권선구 권선동 1021-11,127.028415448503,37.2590552103713
1446538027,밀알냉면&얼크니칼국수,164,한식, 냉면,4.1,7,25,031-234-4644,http://place.map.kakao.com/1446538027,경기 수원시 권선구 권선동 1258-2,127.030262670997,37.2524293805335
8953007,동해동태찜,511,한식," 해물,생선",4.3,10,0,031-239-3606,http://place.map.kakao.com/8953007,경기 수원시 권선구 권선동 1292-10,127.03647844093882,37.25106705232516
993811869,전주콩나루콩나물국밥,89,한식, 국밥,4.3,17,46,031-238-0756,http://place.map.kakao.com/993811869,경기 수원시 권선구 권선동 1247,127.030699486843,37.2538961673776
7914199,사거리닭발,519,한식," 육류,고기 ",4.3,4,28,031-221-9595,http://place.map.kakao.com/7914199,경기 수원시 권선구 권선동 1291-10,127.03637574722369,37.250813890531774
902957703,아리랑도가니탕,669,한식, 국밥,4.2,33,86,031-225-7890,http://place.map.kakao.com/902957703,경기 수원시 권선구 권선동 1051,127.0247429024711,37.25605285804188
2022844159,신사우물갈비,628,한식,-,4.7,6,318,031-225-1022,http://place.map.kakao.com/2022844159,경기 수원시 권선구 권선동 1022,127.029736583074,37.2589476618307
657560964,마장동고기집 수원매탄권선점,528,한식," 육류,고기",3.6,10,45,070-8800-3990,http://place.map.kakao.com/657560964,경기 수원시 권선구 권선동 1292-9,127.036637329292,37.2509805030468
1840040808,포항물회 조개전골 권선점,427,한식," 해물,생선 ",4.0,14,78,031-234-3894,http://place.map.kakao.com/1840040808,경기 수원시 권선구 권선동 1039-15,127.030370546267,37.257212092015
372482715,마장동정육식당,184,한식," 육류,고기",4.4,7,12,031-307-8933,http://place.map.kakao.com/372482715,경기 수원시 권선구 권선동 1255-7,127.029667658553,37.2527899486623
9693987,강원칡냉면,543,한식, 냉면,4.4,20,34,031-239-8998,http://place.map.kakao.com/9693987,경기 수원시 영통구 매탄동 1180-19,127.03675928238638,37.25607226331131
2142926009,하남돼지집 수원권선점,253,한식," 육류,고기 ",3.9,14,13,031-239-1600,http://place.map.kakao.com/2142926009,경기 수원시 권선구 권선동 1259-11,127.028941667883,37.2525810861602
873478578,꽃피는닭갈비,90,한식," 육류,고기 ",4.6,8,0,031-221-5999,http://place.map.kakao.com/873478578,경기 수원시 권선구 권선동 1252-8,127.03132683935632,37.25268409919046
757106240,보쌈1979,360,한식," 육류,고기 ",4.7,7,410,031-238-1979,http://place.map.kakao.com/757106240,경기 수원시 권선구 권선동 1038-6,127.02954728976174,37.25629233516644
733827297,본만두 수원권선점,222,한식," 찌개,전골",5.0,6,48,031-8002-3525,http://place.map.kakao.com/733827297,경기 수원시 권선구 권선동 1255,127.02911543574,37.2530513884479
8876979,남수원갈비,1277,한식," 육류,고기 ",4.1,31,303,031-237-5576,http://place.map.kakao.com/8876979,경기 수원시 권선구 권선동 964-16,127.020729048161,37.2610598236171
474376262,소풍,575,한식," 육류,고기",3.7,6,16,031-893-8886,http://place.map.kakao.com/474376262,경기 수원시 권선구 권선동 1292-6,127.037143349183,37.2508244647646
11243078,초가집칼국수,160,한식, 국수 ,3.7,9,13,031-226-6512,http://place.map.kakao.com/11243078,경기 수원시 권선구 권선동 1253-5,127.02982896260376,37.25308364842445
22809824,브레드몽드,261,간식," 제과,베이커리",4.9,12,0,031-225-5812,http://place.map.kakao.com/22809824,경기 수원시 권선구 권선동 1254-2,127.028657805036,37.2530785314056
10676487,유로빵,710,간식," 제과,베이커리",4.3,26,65,031-238-2460,http://place.map.kakao.com/10676487,경기 수원시 영통구 매탄동 1162,127.03752100821362,37.257764183508655
1995692749,빵장수단팥빵 수원인계점,808,간식," 제과,베이커리",3.9,8,35,031-237-0225,http://place.map.kakao.com/1995692749,경기 수원시 권선구 권선동 1023-2,127.03120392292978,37.26075477600748
579215136,정미당,684,간식," 떡,한과",4.2,5,11,031-237-5477,http://place.map.kakao.com/579215136,경기 수원시 권선구 권선동 1051,127.02457834077,37.2560997465707
12255572,배스킨라빈스 수원권선점,385,간식, 아이스크림 ,2.7,15,0,031-239-7811,http://place.map.kakao.com/12255572,경기 수원시 권선구 권선동 1296-1,127.03467384264916,37.25105137573315
767520285,갤러리베이커리,476,간식," 제과,베이커리",5.0,4,20,070-7537-2577,http://place.map.kakao.com/767520285,경기 수원시 권선구 권선동 1296-5,127.034549334522,37.249912492271
21320703,뚜레쥬르 수원권선점,453,간식," 제과,베이커리 ",3.5,8,0,031-235-0145,http://place.map.kakao.com/21320703,경기 수원시 권선구 권선동 1267,127.029012794886,37.2499392074982
13024517,파리바게뜨 권선중앙점,118,간식," 제과,베이커리 ",5.0,2,0,031-234-2616,http://place.map.kakao.com/13024517,경기 수원시 권선구 권선동 1257-1,127.0312534730726,37.25244444090584
426848812,배스킨라빈스 수원권선자이점,510,간식, 아이스크림 ,5.0,2,0,031-252-3131,http://place.map.kakao.com/426848812,경기 수원시 권선구 권선동 1330,127.02615159638304,37.25502536576818
711935001,웅조네방앗간,1019,간식," 떡,한과",5.0,5,115,1599-3486,http://place.map.kakao.com/711935001,경기 수원시 권선구 세류동 1077-1,127.02066238853772,37.25639063064519
12364587,파리바게뜨 권선3지구점,649,간식," 제과,베이커리 ",2.7,6,0,031-225-7893,http://place.map.kakao.com/12364587,경기 수원시 권선구 권선동 1311-8,127.035923917334,37.248780371508
1053972905,모잉케이크,203,간식," 제과,베이커리",5.0,4,0,,http://place.map.kakao.com/1053972905,경기 수원시 권선구 권선동 1249-4,127.029340081122,37.2539118297726
565997743,하얀풍차제과 곡반점,1323,간식," 제과,베이커리",0,473,0,0507-1327-3738,http://place.map.kakao.com/565997743,경기 수원시 권선구 곡반정동 653,127.034160157769,37.2417329195648
256070971,달링케이크,819,간식," 제과,베이커리",5.0,6,11,031-235-2282,http://place.map.kakao.com/256070971,경기 수원시 영통구 매탄동 1170,127.04035500040555,37.25574221157788
9339702,이삭토스트 수원권선3지구점,523,간식, 토스트 ,4.3,10,0,031-225-1160,http://place.map.kakao.com/9339702,경기 수원시 권선구 권선동 1291-10,127.036416318082,37.25079946134448
12364514,파리바게뜨 권선SK뷰점,615,간식," 제과,베이커리 ",2.0,5,0,031-239-8233,http://place.map.kakao.com/12364514,경기 수원시 권선구 권선동 1053-7,127.02616128033677,37.25695179435176
227842391,브레드앤밀,455,간식," 제과,베이커리",4.1,9,0,031-234-1055,http://place.map.kakao.com/227842391,경기 수원시 권선구 권선동 1295-4,127.035695045251,37.2510330514092
2143927140,엠토스트,364,간식, 토스트,4.8,5,18,010-9187-5167,http://place.map.kakao.com/2143927140,경기 수원시 권선구 권선동 1038-6,127.029590150712,37.2563581006245
1876304191,페이브베이커리 수원시청역점,863,간식," 제과,베이커리",3.3,4,181,070-4070-1550,http://place.map.kakao.com/1876304191,경기 수원시 권선구 권선동 1014-1,127.03067765883,37.2612216535997
1231891702,소예모찌,436,간식," 떡,한과",4.5,6,0,031-8067-5757,http://place.map.kakao.com/1231891702,경기 수원시 권선구 권선동 1295-3,127.035487677447,37.2510979889146
1175442616,복호두 수원시청역점,831,간식," 제과,베이커리",4.0,5,22,,http://place.map.kakao.com/1175442616,경기 수원시 팔달구 인계동 1125-1,127.032234368394,37.2609536303675
971853515,큰집닭강정 권선점,233,간식, 닭강정,3.0,1,0,031-222-3350,http://place.map.kakao.com/971853515,경기 수원시 권선구 권선동 1262,127.02960538560612,37.25208084268569
1597988248,요를레이케이크,540,간식," 제과,베이커리",4.3,4,34,,http://place.map.kakao.com/1597988248,경기 수원시 팔달구 인계동 1134-4,127.034019799362,37.25793193422527
27440795,한아름제과,443,간식," 제과,베이커리",5.0,2,0,031-898-9990,http://place.map.kakao.com/27440795,경기 수원시 권선구 권선동 1159-3,127.03285507571933,37.25734117886451
1716099299,슈가그루브,597,간식," 제과,베이커리",5.0,3,52,0502-5552-7821,http://place.map.kakao.com/1716099299,경기 수원시 팔달구 인계동 1132-1,127.03242058654124,37.2588172071258
21442677,파리바게뜨 수원권선자이점,622,간식," 제과,베이커리 ",3.2,5,0,031-221-5114,http://place.map.kakao.com/21442677,경기 수원시 권선구 권선동 1062-2,127.02495121177031,37.25535558693398
8933388,로티맘 권선SK뷰점,604,간식," 제과,베이커리",0,0,0,031-234-0006,http://place.map.kakao.com/8933388,경기 수원시 권선구 권선동 1036,127.02651304471902,37.25712741952138
1035812095,뿌야베어,359,간식," 제과,베이커리",5.0,5,0,0507-1485-7302,http://place.map.kakao.com/1035812095,경기 수원시 권선구 권선동 1240,127.0355516428835,37.25289465136525
1872130272,이음 망개떡,1123,간식," 떡,한과",3.8,4,0,031-216-3868,http://place.map.kakao.com/1872130272,경기 수원시 영통구 매탄동 1270-1,127.042250523498,37.258909617991
975575150,듀이케이크,355,간식," 제과,베이커리",0,0,0,,http://place.map.kakao.com/975575150,경기 수원시 권선구 권선동 1240,127.03554383381076,37.253067654131165
20344652,함시루,669,간식," 떡,한과",5.0,1,28,031-224-1199,http://place.map.kakao.com/20344652,경기 수원시 권선구 권선동 1238,127.039069097017,37.2540847228183
10272826,농산물떡집,669,간식," 떡,한과",5.0,2,0,031-221-1882,http://place.map.kakao.com/10272826,경기 수원시 권선구 권선동 1051,127.024749667085,37.2560564608015
10716278,정병창과자점,612,간식," 제과,베이커리",4.5,23,0,031-233-0193,http://place.map.kakao.com/10716278,경기 수원시 권선구 권선동 1286-8,127.03808155948272,37.25164321580159
1394434102,파파노아이 신동점,1196,간식," 제과,베이커리",4.1,40,53,031-206-8204,http://place.map.kakao.com/1394434102,경기 수원시 영통구 신동 929-4,127.0424614711222,37.24711848360573
1338238022,경성찹쌀꽈배기 권선점,760,간식," 제과,베이커리",4.5,4,0,031-267-1516,http://place.map.kakao.com/1338238022,경기 수원시 권선구 권선동 1364,127.030093578515,37.2467240108756
1038884511,오사랑케이크,1105,간식," 제과,베이커리",4.1,8,125,0502-5552-3881,http://place.map.kakao.com/1038884511,경기 수원시 영통구 신동 920-5,127.04300046919288,37.24952678102762
695825338,소꿉케이크,752,간식," 제과,베이커리",5.0,1,30,031-8019-5003,http://place.map.kakao.com/695825338,경기 수원시 영통구 매탄동 1171-4,127.039704397478,37.2553829152144
240395215,모범제빵소,764,간식," 제과,베이커리",4.0,10,36,031-226-0080,http://place.map.kakao.com/240395215,경기 수원시 권선구 권선동 1364,127.030138645298,37.2466807492646
13007147,파리바게뜨 수원시청역,1102,간식," 제과,베이커리 ",3.4,8,14,,http://place.map.kakao.com/13007147,경기 수원시 팔달구 인계동 1113-11,127.03221173550884,37.26339726354868
1799122140,호시타코야끼 수원권선점,665,간식, 호시타코야끼,4.6,10,12,031-237-7779,http://place.map.kakao.com/1799122140,경기 수원시 권선구 권선동 1311-8,127.035981328596,37.2486280775633
2083191210,낭트베이커리카페,823,간식," 제과,베이커리",4.7,16,0,031-225-1125,http://place.map.kakao.com/2083191210,경기 수원시 팔달구 인계동 1125,127.033118112867,37.2607975060957
1221428930,장미빵집,926,간식," 제과,베이커리",4.9,7,33,010-2154-3287,http://place.map.kakao.com/1221428930,경기 수원시 영통구 매탄동 1163-12,127.040857451837,37.2572828232264
648207900,메고지고 수원아이파크시티점,762,간식," 떡,한과 ",0,0,0,,http://place.map.kakao.com/648207900,경기 수원시 권선구 권선동 1364,127.030296439593,37.2466816100427
25589351,크리스피크림도넛 수원인계점,1299,간식, 도넛 ,3.6,16,89,031-239-1937,http://place.map.kakao.com/25589351,경기 수원시 팔달구 인계동 1114-7,127.033469476803,37.2650863686021
758558886,온설기,478,간식," 떡,한과",0,0,0,010-7937-3055,http://place.map.kakao.com/758558886,경기 수원시 권선구 권선동 1047-18,127.027337842556,37.2561505010559
306026566,뒷골목전집,196,술집," 호프,요리주점",4.4,5,13,010-5768-1762,http://place.map.kakao.com/306026566,경기 수원시 권선구 권선동 1255-8,127.029514364857,37.2528007994978
826500722,거기포차 권선점,149,술집, 실내포장마차,4.7,9,53,,http://place.map.kakao.com/826500722,경기 수원시 권선구 권선동 1253-6,127.029969849833,37.2530529773592
1414415371,올디스레코드,229,술집,-,3.0,6,16,,http://place.map.kakao.com/1414415371,경기 수원시 권선구 권선동 1255-11,127.029072553188,37.252923450762
61882003,역전할머니맥주 수원권선점,161,술집," 호프,요리주점 ",4.8,5,0,010-7941-3816,http://place.map.kakao.com/61882003,경기 수원시 권선구 권선동 1256-11,127.030056489176,37.2526637044602
1507442664,낭만짚불구이 수원권선점,186,술집," 호프,요리주점",4.5,2,0,,http://place.map.kakao.com/1507442664,경기 수원시 권선구 권선동 1258-10,127.030073250886,37.2522960742839
16009815,대박빈대떡,163,술집," 호프,요리주점",5.0,2,0,,http://place.map.kakao.com/16009815,경기 수원시 권선구 권선동 1255-5,127.029897631057,37.252854765975
1929545378,경성술집 수원권선점,131,술집," 호프,요리주점 ",4.3,7,0,0507-1315-3445,http://place.map.kakao.com/1929545378,경기 수원시 권선구 권선동 1257-2,127.031159873271,37.2523390434371
617205714,쏘시지요 수원권선점,149,술집, 일본식주점 ,0,0,0,,http://place.map.kakao.com/617205714,경기 수원시 권선구 권선동 1256,127.030119664109,37.2527952408103
980593224,황금뎅,218,술집, 오뎅바,5.0,5,72,010-9496-5623,http://place.map.kakao.com/980593224,경기 수원시 권선구 권선동 1259-2,127.029319309889,37.2526692955533
49627269,투다리 권선점,509,술집, 오뎅바 ,3.4,5,0,031-224-9292,http://place.map.kakao.com/49627269,경기 수원시 권선구 권선동 1292-1,127.03652582883528,37.25116435048914
933627522,부라보맥주 수원권선점,148,술집," 호프,요리주점 ",0,0,0,070-7543-3673,http://place.map.kakao.com/933627522,경기 수원시 권선구 권선동 1256,127.030109525847,37.252811462178
1011857598,꿀밤포차,205,술집, 실내포장마차,0,0,0,,http://place.map.kakao.com/1011857598,경기 수원시 권선구 권선동 1259-6,127.02969568165383,37.25239077919881
418418322,쿠시카츠 와가마마,820,술집, 일본식주점,5.0,42,148,,http://place.map.kakao.com/418418322,경기 수원시 영통구 매탄동 1169-7,127.04026269617964,37.25598462365278
1993198329,미생맥주 수원권선점,683,술집," 호프,요리주점",5.0,1,13,,http://place.map.kakao.com/1993198329,경기 수원시 권선구 권선동 1016-15,127.029528220508,37.2594207614871
875696805,펀비어킹 수원권선롯데마트점,510,술집," 호프,요리주점 ",5.0,3,29,031-236-7542,http://place.map.kakao.com/875696805,경기 수원시 권선구 권선동 1297-2,127.03585480712574,37.25040948058867
15963252,목포홍탁,712,술집," 호프,요리주점",4.4,9,0,031-232-7549,http://place.map.kakao.com/15963252,경기 수원시 권선구 권선동 1056-8,127.0243281445099,37.2562583818706
